,sale_date,class_id,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,sale_quantity
48,201609,745137,637,3,2,1,2,6,AT,1.5,T,10-15W,13.2,1,1,1,1,2,1,135.0,4,240.0,4534,1823,1483,1782,1407,5.0,2648,1553,1544,123
49,201609,924154,637,3,2,1,2,5,MT,1.5,L,10-15W,7.5,1,1,1,1,2,1,85.0,4,142.0,4587,1825,1490,1630,1255,5.0,2687,1562,1548,319
50,201609,628041,750,2,2,1,4,7,DCT,1.4,T,15-20W,11.9,1,1,1,1,2,1,110.0,4,250.0,4255,1799,1452,1780,1305,5.0,2637,1549,1520,20
51,201609,437598,638,2,1,1,1,6,MT,1.5,T,10-15W,13.0,1,1,1,1,2,1,110.0,4,210.0,4549,1835,1700,2140,1600,5.0,2720,1565,1565,83
52,201609,378356,497,3,2,1,1,0,CVT,1.5,L,8-10W,7.2,1,1,1,1,2,1,85.0,4,141.0,4572,1825,1482,1672,1297,5.0,2670,1556,1542,163
53,201609,209945,814,3,2,4,4,8,AT,2.0,T,35-50W,54.2,2,1,1,1,2,2,150.0,4,270.0,5055,1860,1491,2230,1770,5.0,3108,1600,1627,106
54,201609,732758,814,2,1,1,4,8,AT,2.0,T,25-35W,28.0,1,1,1,1,2,2,157.0,4,280.0,4565,1821,1624,2095,1607,5.0,2780,1561,1562,77
55,201609,290854,537,2,1,1,5,0,CVT,2.0,L,15-20W,21.0,1,1,1,1,2,1,114.0,4,190.0,4585,1820,1685,2010,1525,5.0,2620,1580,1580,205
56,201609,124140,783,2,1,1,1,6,AT,1.8,T,10-15W,13.3,1,1,1,1,2,1,130.0,4,230.0,4650,1850,1695,2075,1665,5.0,2700,1565,1565,203
57,201609,745137,637,3,2,1,2,6,AT,1.0,T,10-15W,13.2,1,1,1,1,2,1,94.0,3,170.0,4534,1823,1483,1737,1362,5.0,2648,1553,1544,41
58,201609,245609,750,2,2,1,4,6,AT,1.6,L,15-20W,15.4,1,1,1,1,2,1,81.0,4,155.0,4348,1807,1574,1780,1320,5.0,2680,1549,1521,44
59,201609,125403,761,2,3,2,2,6,AT,2.4,L,35-50W,24.8,1,1,1,1,2,1,120.0,4,225.0,5213,1847,1750,2380,1840,7.0,3088,1586,1596,66
60,201609,356986,637,3,2,2,2,6,AT,2.0,T,20-25W,18.4,1,1,1,1,2,1,152.0,4,340.0,4860,1854,1480,2034,1659,5.0,2850,1578,1574,56
61,201609,347384,831,3,2,1,3,6,MT,1.6,L,10-15W,9.3,1,1,1,1,2,1,93.8,4,155.5,4600,1780,1445,1700,1230,5.0,2700,1555,1568,18
62,201610,905745,761,2,1,3,2,6,MT,1.4,T,10-15W,11.9,1,1,1,1,2,1,103.0,4,200.0,4278,1781,1648,1815,1405,5.0,2555,1540,1540,6
63,201610,510309,953,2,1,2,4,9,AT,2.0,T,35-50W,57.9,3,1,1,1,2,2,135.0,4,300.0,4661,1898,1664,2315,1850,5.0,2873,1617,1613,26
64,201610,472603,985,3,2,1,6,6,AT,1.6,T,10-15W,12.5,1,1,1,1,2,1,123.0,4,245.0,4750,1820,1488,1820,1415,5.0,2730,1555,1550,126
65,201609,654134,290,2,1,1,7,5,MT,1.8,L,8-10W,9.2,1,1,1,1,2,1,101.0,4,186.0,4620,1820,1750,1780,1370,5.0,2750,1554,1549,111
66,201609,290854,537,2,1,1,5,0,CVT,2.4,L,15-20W,21.0,1,1,1,1,2,1,137.0,4,243.0,4585,1820,1685,2100,1590,5.0,2620,1580,1580,53
67,201609,540712,12,2,1,1,1,6,AT,1.8,T,15-20W,14.4,3,1,1,1,2,1,135.0,4,285.0,4519,1831,1694,2075,1700,5.0,2670,1560,1550,9
68,201609,628041,750,2,2,1,4,7,DCT,1.4,T,15-20W,11.9,1,1,1,1,2,1,96.0,4,225.0,4255,1799,1452,1760,1280,5.0,2637,1549,1520,330
69,201609,265980,783,2,3,3,1,5,MT,1.3,L,5-8W,7.6,2,1,1,1,1,1,68.0,4,120.0,4360,1685,1820,1835,1235,7.5,2750,1425,1435,6
70,201609,103507,831,2,1,3,3,6,MT,1.6,L,10-15W,17.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,12
71,201609,516750,98,2,3,3,1,5,MT,1.5,L,5-8W,7.6,2,1,1,1,1,1,82.0,4,146.5,4530,1721,1730,1850,1319,7.5,2720,1430,1450,117
72,201609,654134,290,2,1,1,7,5,MT,1.8,L,8-10W,9.2,1,1,1,1,2,1,101.0,4,186.0,4620,1820,1750,1780,1431,5.0,2750,1554,1549,7
73,201609,412240,783,2,1,2,1,5,MT,1.6,L,8-10W,7.6,2,1,1,1,2,1,86.0,4,150.0,4680,1800,1750,1975,1450,7.0,2780,1495,1505,291
74,201609,591790,106,3,2,1,5,5,MT,1.6,L,10-15W,10.1,1,1,1,1,2,1,90.0,4,154.0,4630,1775,1480,1770,1250,5.0,2700,1535,1535,8
75,201609,350259,750,3,2,1,4,7,DCT,1.4,T,15-20W,18.7,1,1,1,1,2,1,96.0,4,225.0,4598,1826,1425,1825,1325,5.0,2656,1580,1554,174
76,201609,713651,537,3,2,1,5,0,CVT,1.5,T,10-15W,17.0,1,1,1,1,2,1,130.0,4,220.0,4649,1800,1416,1730,1306,5.0,2700,1547,1563,56
77,201609,671482,637,2,1,3,2,5,MT,1.0,T,10-15W,7.7,1,1,1,1,2,1,94.0,3,170.0,4280,1785,1658,1665,1290,5.0,2530,1527,1533,11
78,201609,871642,637,2,1,1,2,6,AT,1.5,T,20-25W,25.2,3,1,1,1,2,1,135.0,4,240.0,4524,1838,1701,2092,1717,5.0,2640,1563,1565,6
79,201609,905745,761,2,1,3,2,6,MT,1.4,T,10-15W,13.2,1,1,1,1,2,1,103.0,4,200.0,4278,1781,1648,1815,1405,5.0,2555,1540,1540,24
80,201609,221795,872,2,1,1,4,7,DCT,2.0,T,25-35W,28.9,1,1,1,1,2,2,132.0,4,320.0,4398,1841,1591,2105,1590,5.0,2603,1547,1555,91
81,201609,209945,814,3,2,4,4,8,AT,2.0,T,35-50W,54.2,2,1,1,1,2,2,200.0,4,350.0,5055,1860,1491,2250,1815,5.0,3108,1600,1627,23
82,201609,510309,953,2,1,2,4,9,AT,2.0,T,35-50W,44.3,3,1,1,1,2,2,180.0,4,370.0,4661,1898,1664,2405,1890,5.0,2873,1617,1613,10
83,201609,540712,12,2,1,1,1,6,MT,2.0,L,15-20W,14.4,1,1,1,1,2,1,104.0,4,178.0,4519,1831,1694,1925,1550,5.0,2670,1560,1550,28
84,201609,692703,807,2,1,1,1,7,DCT,1.3,T,10-15W,13.3,1,1,1,1,2,1,101.0,4,202.0,4510,1852,1677,1900,1475,5.0,2650,1575,1570,157
85,201609,492952,692,3,2,1,5,0,CVT,1.6,L,10-15W,10.3,1,1,1,1,2,1,93.0,4,154.0,4683,1780,1465,1670,1228,5.0,2700,1540,1540,55
86,201609,786351,836,3,2,1,3,6,AT,1.6,L,10-15W,10.6,1,1,1,1,2,1,93.8,4,155.5,4570,1775,1445,1650,1275,5.0,2700,1549,1562,423
87,201609,580634,692,2,2,1,5,0,CVT,1.6,L,10-15W,11.7,1,1,1,1,2,1,93.0,4,154.0,4393,1766,1524,1655,1255,5.0,2700,1530,1530,28
88,201609,496459,497,2,1,3,1,5,MT,1.6,L,5-8W,8.2,1,1,1,1,2,1,93.0,4,160.0,4420,1760,1670,1733,1358,5.0,2510,1500,1495,326
89,201609,321683,750,3,2,1,4,7,DCT,1.4,T,15-20W,13.2,1,1,1,1,2,1,110.0,4,250.0,4655,1780,1453,1840,1395,5.0,2651,1535,1532,26
90,201609,714152,750,2,1,1,4,6,AT,1.8,T,25-35W,17.4,3,1,1,1,2,1,118.0,4,250.0,4506,1809,1685,2160,1710,5.0,2684,1569,1571,78
91,201609,871642,637,2,1,1,2,6,AT,1.5,T,20-25W,25.2,1,1,1,1,2,1,133.0,4,240.0,4524,1838,1685,1967,1592,5.0,2690,1563,1565,19
92,201609,735971,761,3,2,1,2,7,DCT,1.4,T,10-15W,10.5,1,1,1,1,2,1,103.0,4,200.0,4587,1798,1463,1730,1295,5.0,2640,1538,1541,34
93,201610,290854,537,2,1,1,5,0,CVT,2.4,L,15-20W,20.9,3,1,1,1,2,1,137.0,4,243.0,4585,1820,1685,2100,1640,5.0,2620,1580,1580,9
94,201610,693436,12,3,2,1,1,6,DCT,1.8,L,10-15W,7.6,1,1,1,1,2,1,98.0,4,170.0,4725,1802,1478,1715,1340,5.0,2700,1551,1546,9
95,201610,492952,692,3,2,1,5,5,MT,1.6,L,10-15W,13.2,1,1,1,1,2,1,93.0,4,154.0,4683,1780,1465,1620,1203,5.0,2700,1540,1540,40
96,201610,265980,783,2,3,3,1,5,MT,1.5,L,5-8W,7.6,2,1,1,1,1,1,78.0,4,135.0,4360,1685,1820,1925,1325,7.5,2750,1425,1435,294
97,201609,384924,761,3,2,2,2,7,DCT,1.5,T,20-25W,24.7,1,1,1,1,2,1,120.0,4,252.0,5018,1866,1459,1960,1510,5.0,2905,1599,1602,328
98,201609,304458,106,3,2,1,5,0,CVT,1.8,L,10-15W,10.4,1,2,2,1,2,1,73.0,4,142.0,4630,1775,1485,1845,1375,5.0,2700,1535,1535,91
99,201609,350259,750,3,2,1,4,7,DCT,2.0,T,15-20W,18.7,1,1,1,1,2,1,162.0,4,350.0,4610,1826,1425,1975,1475,5.0,2656,1580,1554,8
100,201609,559132,692,3,2,2,5,0,CVT,2.0,L,20-25W,18.0,1,1,1,1,2,1,104.0,4,190.0,4868,1830,1490,1870,1458,5.0,2775,1585,1585,28
101,201610,472603,985,3,2,1,6,6,AT,1.2,T,10-15W,12.5,1,1,1,1,2,1,100.0,3,230.0,4750,1820,1488,1769,1320,5.0,2730,1555,1550,84
102,201610,125403,761,2,3,2,2,6,AT,2.4,L,35-50W,34.2,1,1,1,1,2,1,120.0,4,225.0,5213,1847,1750,2380,1840,7.0,3088,1586,1596,25
103,201610,540712,12,2,1,1,1,6,AT,1.8,T,15-20W,11.3,3,1,1,1,2,1,135.0,4,285.0,4519,1831,1694,2075,1700,5.0,2670,1560,1550,47
104,201610,378356,497,3,2,1,1,0,CVT,1.5,L,8-10W,8.8,1,1,1,1,2,1,85.0,4,141.0,4572,1825,1482,1672,1297,5.0,2670,1556,1542,266
105,201610,482497,872,2,1,2,4,8,AT,2.0,T,35-50W,46.1,3,1,1,1,2,2,169.0,4,350.0,4629,1898,1655,2365,1900,5.0,2807,1617,1614,125
106,201610,739296,290,2,3,3,7,5,MT,1.5,L,5-8W,8.6,1,1,1,1,2,1,82.0,4,146.5,4685,1785,1715,1920,1435,6.5,2750,1530,1525,78
107,201610,978089,12,3,2,1,1,5,MT,1.5,L,5-8W,7.4,1,1,1,1,2,1,80.0,4,140.0,4631,1789,1470,1625,1250,5.0,2650,1502,1492,298
108,201610,693436,12,3,2,1,1,6,DCT,1.3,T,10-15W,7.6,1,1,1,1,2,1,95.0,4,185.0,4725,1802,1478,1755,1380,5.0,2700,1551,1546,89
109,201610,745137,637,3,2,1,2,5,MT,1.6,L,10-15W,9.8,1,1,1,1,2,1,94.0,4,159.0,4534,1823,1483,1681,1306,5.0,2648,1553,1544,156
110,201609,289386,813,3,2,1,5,6,AT,2.0,L,10-15W,15.0,1,1,1,1,2,1,116.0,4,202.0,4582,1795,1458,1855,1343,5.0,2700,1555,1560,20
111,201609,580634,692,2,2,1,5,0,CVT,1.6,L,10-15W,11.7,1,1,1,1,2,1,93.0,4,154.0,4393,1766,1524,1625,1220,5.0,2700,1540,1540,37
112,201609,392593,497,2,1,1,1,0,CVT,2.0,L,10-15W,11.5,1,1,1,1,2,1,90.0,4,180.0,4470,1837,1670,1807,1432,5.0,2670,1550,1550,46
113,201609,963845,836,2,1,3,3,6,MT,1.6,L,10-15W,13.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1622,1645,1270,5.0,2590,1557,1570,14
114,201609,654134,290,2,1,1,7,6,MT,1.5,T,8-10W,9.2,1,1,1,1,2,1,110.0,4,230.0,4620,1820,1750,1850,1435,5.0,2750,1554,1549,429
115,201609,739296,290,2,3,3,7,6,MT,1.5,T,5-8W,7.0,1,1,1,1,2,1,110.0,4,230.0,4710,1785,1745,1955,1460,6.5,2750,1530,1525,342
116,201609,580470,750,3,2,1,4,7,DCT,1.4,T,10-15W,10.6,1,1,1,1,2,1,96.0,4,225.0,4562,1793,1468,1790,1310,5.0,2614,1518,1525,30
117,201609,527809,953,3,2,4,4,9,AT,2.0,T,35-50W,47.5,2,1,1,1,2,2,180.0,4,370.0,5065,1860,1467,2330,1800,5.0,3079,1596,1600,105
118,201609,576298,304,2,3,2,1,5,MT,1.5,L,5-8W,7.1,2,1,1,1,2,1,82.0,4,140.0,4680,1695,1940,2080,1480,7.5,2800,1445,1420,47
119,201609,741152,761,2,1,1,2,7,DCT,1.5,T,20-25W,24.3,1,1,1,1,2,1,119.0,4,250.0,4667,1839,1660,2050,1575,5.0,2750,1584,1588,435
120,201609,682651,872,3,2,2,4,7,DCT,2.0,T,35-50W,37.2,3,1,1,1,2,2,165.0,4,350.0,4761,1826,1439,2120,1710,5.0,2869,1564,1550,15
121,201609,401052,953,2,1,1,4,7,DCT,2.0,T,25-35W,33.8,3,1,1,1,2,2,135.0,4,300.0,4431,1804,1535,1990,1567,5.0,2699,1558,1549,43
122,201609,349023,450,3,2,1,2,6,AT,1.5,L,10-15W,14.0,1,1,1,1,2,1,84.0,4,146.0,4666,1807,1460,1700,1270,5.0,2700,1541,1561,194
123,201609,526401,836,3,2,1,3,7,DCT,1.4,T,10-15W,11.4,1,1,1,1,2,1,95.6,4,210.8,4610,1800,1450,1780,1275,5.0,2700,1555,1564,28
124,201609,175962,750,3,2,1,4,5,MT,1.6,L,10-15W,8.6,1,1,1,1,2,1,81.0,4,155.0,4475,1706,1469,1595,1115,5.0,2603,1460,1500,63
125,201609,379265,290,2,2,3,7,5,MT,1.2,L,5WL,4.0,1,1,1,1,2,1,60.3,4,116.0,4032,1680,1450,1350,985,5.0,2550,1488,1478,292
126,201609,124140,783,2,1,1,1,6,MT,2.0,L,10-15W,13.3,1,1,1,1,2,1,116.0,4,200.0,4650,1850,1695,2050,1640,5.0,2700,1565,1565,128
127,201609,289403,12,2,1,1,1,6,DCT,1.3,T,8-10W,9.5,1,1,1,1,2,1,95.0,4,185.0,4440,1833,1545,1773,1398,5.0,2700,1556,1562,68
128,201609,961962,750,3,2,1,4,5,MT,1.6,L,8-10W,8.9,1,1,1,1,2,1,81.0,4,160.0,4487,1706,1470,1600,1120,5.0,2603,1460,1500,106
129,201609,560265,923,2,3,3,1,5,MT,1.5,L,5-8W,7.6,2,1,1,1,1,1,75.0,4,135.0,4440,1700,1783,1790,1270,7.0,2790,1420,1440,34
130,201610,654134,290,2,1,1,7,5,AMT,1.8,L,8-10W,8.7,1,1,1,1,2,1,101.0,4,186.0,4620,1820,1750,1780,1410,5.0,2750,1554,1549,169
131,201609,741152,761,2,1,1,2,6,AT,2.0,T,20-25W,24.3,3,1,1,1,2,1,186.0,4,353.0,4667,1839,1663,2230,1755,5.0,2750,1584,1588,55
132,201609,291086,761,3,2,2,2,6,AT,2.0,T,20-25W,16.6,1,1,1,1,2,1,184.0,4,350.0,4834,1856,1494,2095,1660,5.0,2737,1585,1588,9
133,201609,349023,450,2,2,1,2,6,AT,1.6,L,10-15W,14.0,1,1,1,1,2,1,86.0,4,155.0,4510,1797,1477,1803,1395,5.0,2685,1545,1567,49
134,201609,349023,450,3,2,1,2,5,MT,1.5,L,10-15W,14.0,1,1,1,1,2,1,84.0,4,146.0,4567,1786,1456,1700,1225,5.0,2662,1540,1558,19
135,201609,349023,450,3,2,1,2,6,AT,1.5,L,10-15W,14.0,1,1,1,1,2,1,84.0,4,146.0,4567,1786,1455,1700,1260,5.0,2662,1540,1558,204
136,201609,961962,750,3,2,1,4,5,MT,1.4,L,8-10W,8.9,1,1,1,1,2,1,66.0,4,132.0,4487,1706,1470,1600,1120,5.0,2603,1460,1500,32
137,201609,289386,813,3,2,1,5,6,AT,1.5,L,10-15W,15.0,1,1,1,1,2,1,86.0,4,148.0,4582,1795,1458,1820,1286,5.0,2700,1555,1560,382
138,201609,580634,692,2,2,1,5,0,CVT,1.6,L,10-15W,11.7,1,1,1,1,2,1,93.0,4,154.0,4393,1766,1524,1625,1224,5.0,2700,1540,1540,147
139,201610,416749,537,2,1,3,5,6,MT,1.5,L,10-15W,12.3,1,1,1,1,2,1,96.0,4,155.0,4270,1772,1605,1775,1197,5.0,2610,1540,1530,7
140,201610,651347,537,2,2,3,5,0,CVT,1.5,L,8-10W,8.4,1,1,1,1,2,1,96.0,4,155.0,4065,1695,1525,1500,1105,5.0,2530,1480,1465,9
141,201610,492952,692,3,2,1,5,0,CVT,1.6,L,10-15W,13.2,1,1,1,1,2,1,93.0,4,154.0,4683,1780,1465,1670,1260,5.0,2700,1530,1530,8
142,201610,409854,638,2,1,1,1,6,AT,1.5,T,10-15W,13.1,1,1,1,1,2,1,110.0,4,210.0,4649,1852,1710,2064,1560,5.0,2680,1565,1565,611
143,201610,409854,638,2,1,1,1,6,AT,1.5,T,10-15W,13.1,1,1,1,1,2,1,110.0,4,210.0,4681,1827,1710,2064,1560,5.0,2680,1565,1565,112
144,201610,409854,638,2,1,1,1,6,MT,1.5,T,10-15W,13.1,1,1,1,1,2,1,110.0,4,210.0,4640,1825,1745,2051,1541,5.0,2680,1565,1565,198
145,201610,948936,512,2,1,1,1,5,MT,1.5,L,5-8W,7.0,2,1,1,1,2,1,83.0,4,150.0,4520,1790,1750,1960,1435,6.5,2700,1450,1480,54
146,201609,603972,872,3,2,4,4,7,DCT,3.0,T,50-75W,33.5,3,1,1,1,2,2,200.0,6,400.0,5036,1874,1480,2460,1960,5.0,3012,1630,1620,44
147,201609,209945,814,3,2,4,4,8,AT,2.0,T,35-50W,54.2,2,1,1,1,2,2,178.0,4,310.0,5055,1860,1491,2250,1790,5.0,3108,1600,1627,433
148,201609,510309,953,2,1,2,4,9,AT,2.0,T,35-50W,44.3,3,1,1,1,2,2,135.0,4,300.0,4661,1898,1664,2315,1850,5.0,2873,1617,1613,16
149,201609,745137,637,2,2,1,2,5,MT,1.6,L,10-15W,13.2,1,1,1,1,2,1,94.0,4,159.0,4368,1823,1483,1676,1301,5.0,2648,1553,1544,49
150,201609,304458,106,3,2,1,5,0,CVT,1.6,L,10-15W,10.4,1,1,1,1,2,1,90.0,4,154.0,4630,1775,1480,1770,1285,5.0,2700,1535,1535,208
